merchant_a,merchant_b,edge_weight
364,483,0.6
190,483,0.6
11,483,0.6
371,484,0.6
368,484,0.6
282,484,0.6
242,484,0.6
133,484,0.6
439,486,0.6
294,486,0.6
196,486,0.6
160,486,0.6
476,488,0.6
307,488,0.6
226,488,0.6
125,488,0.6
482,490,0.6
459,490,0.6
452,490,0.6
416,490,0.6
199,490,0.6
128,490,0.6
73,490,0.6
24,490,0.6
470,491,0.6
354,491,0.6
341,491,0.6
60,491,0.6
391,495,0.6
261,495,0.6
158,495,0.6
80,495,0.6
457,496,0.6
427,496,0.6
352,496,0.6
22,496,0.6
410,497,0.6
366,497,0.6
269,497,0.6
388,500,0.6
148,500,0.6
144,500,0.6
456,1,0.3
289,1,0.3
280,1,0.3
417,2,0.3
413,2,0.3
253,2,0.3
422,3,0.3
207,3,0.3
177,3,0.3
156,3,0.3
14,3,0.3
332,4,0.3
302,4,0.3
298,4,0.3
186,4,0.3
144,4,0.3
183,5,0.3
162,6,0.3
95,6,0.3
403,7,0.3
319,7,0.3
460,8,0.3
392,8,0.3
306,8,0.3
271,8,0.3
320,9,0.3
254,9,0.3
53,9,0.3
463,10,0.3
345,10,0.3
273,10,0.3
105,10,0.3
496,11,0.3
326,11,0.3
205,11,0.3
204,11,0.3
203,11,0.3
202,11,0.3
201,11,0.3
200,11,0.3
99,11,0.3
63,11,0.3
60,11,0.3
175,12,0.3
480,13,0.3
157,13,0.3
122,13,0.3
422,14,0.3
207,14,0.3
177,14,0.3
156,14,0.3
3,14,0.3
468,15,0.3
208,15,0.3
388,16,0.3
321,16,0.3
160,16,0.3
391,17,0.3
362,17,0.3
168,17,0.3
20,17,0.3
394,18,0.3
342,18,0.3
323,18,0.3
434,19,0.3
241,19,0.3
217,19,0.3
139,19,0.3
59,19,0.3
391,20,0.3
362,20,0.3
168,20,0.3
17,20,0.3
431,21,0.3
90,21,0.3
82,21,0.3
344,22,0.3
325,23,0.3
113,23,0.3
110,23,0.3
498,24,0.3
488,24,0.3
458,24,0.3
238,24,0.3
293,25,0.3
232,25,0.3
46,25,0.3
401,26,0.3
295,26,0.3
111,26,0.3
398,27,0.3
365,27,0.3
39,27,0.3
312,28,0.3
282,28,0.3
331,29,0.3
317,29,0.3
486,30,0.3
274,30,0.3
239,30,0.3
225,30,0.3
330,31,0.3
442,32,0.3
436,32,0.3
173,32,0.3
80,32,0.3
371,33,0.3
393,34,0.3
265,34,0.3
138,34,0.3
56,34,0.3
418,35,0.3
96,35,0.3
246,36,0.3
374,37,0.3
74,37,0.3
426,38,0.3
159,38,0.3
398,39,0.3
365,39,0.3
27,39,0.3
303,40,0.3
252,40,0.3
368,41,0.3
437,42,0.3
163,42,0.3
294,43,0.3
213,44,0.3
89,44,0.3
70,44,0.3
489,45,0.3
293,46,0.3
232,46,0.3
25,46,0.3
322,47,0.3
467,48,0.3
261,49,0.3
432,50,0.3
428,50,0.3
153,50,0.3
91,50,0.3
182,51,0.3
320,53,0.3
254,53,0.3
9,53,0.3
393,56,0.3
265,56,0.3
138,56,0.3
34,56,0.3
481,58,0.3
379,58,0.3
328,58,0.3
272,58,0.3
236,58,0.3
434,59,0.3
241,59,0.3
217,59,0.3
139,59,0.3
19,59,0.3
496,60,0.3
326,60,0.3
205,60,0.3
204,60,0.3
203,60,0.3
202,60,0.3
201,60,0.3
200,60,0.3
99,60,0.3
63,60,0.3
11,60,0.3
385,61,0.3
197,61,0.3
84,61,0.3
471,62,0.3
258,62,0.3
496,63,0.3
326,63,0.3
205,63,0.3
204,63,0.3
203,63,0.3
202,63,0.3
201,63,0.3
200,63,0.3
99,63,0.3
60,63,0.3
11,63,0.3
291,65,0.3
234,65,0.3
387,67,0.3
339,67,0.3
304,67,0.3
196,67,0.3
409,68,0.3
213,70,0.3
89,70,0.3
44,70,0.3
190,71,0.3
93,71,0.3
453,72,0.3
374,74,0.3
37,74,0.3
425,75,0.3
397,75,0.3
329,75,0.3
446,76,0.3
109,76,0.3
279,77,0.3
277,77,0.3
260,77,0.3
209,77,0.3
477,78,0.3
370,78,0.3
333,78,0.3
228,78,0.3
299,79,0.3
442,80,0.3
436,80,0.3
173,80,0.3
32,80,0.3
499,81,0.3
431,82,0.3
90,82,0.3
21,82,0.3
385,84,0.3
197,84,0.3
61,84,0.3
473,85,0.3
354,85,0.3
300,86,0.3
101,87,0.3
244,88,0.3
213,89,0.3
70,89,0.3
44,89,0.3
431,90,0.3
82,90,0.3
21,90,0.3
432,91,0.3
428,91,0.3
153,91,0.3
50,91,0.3
190,93,0.3
71,93,0.3
376,94,0.3
166,94,0.3
162,95,0.3
6,95,0.3
418,96,0.3
35,96,0.3
358,97,0.3
185,97,0.3
248,98,0.3
170,98,0.3
152,98,0.3
496,99,0.3
326,99,0.3
205,99,0.3
204,99,0.3
203,99,0.3
202,99,0.3
201,99,0.3
200,99,0.3
63,99,0.3
60,99,0.3
11,99,0.3
270,100,0.3
267,100,0.3
107,100,0.3
104,100,0.3
87,101,0.3
406,102,0.3
106,102,0.3
242,103,0.3
129,103,0.3
270,104,0.3
267,104,0.3
107,104,0.3
100,104,0.3
463,105,0.3
345,105,0.3
273,105,0.3
10,105,0.3
406,106,0.3
102,106,0.3
270,107,0.3
267,107,0.3
104,107,0.3
100,107,0.3
352,108,0.3
296,108,0.3
220,108,0.3
446,109,0.3
76,109,0.3
325,110,0.3
113,110,0.3
23,110,0.3
401,111,0.3
295,111,0.3
26,111,0.3
487,112,0.3
461,112,0.3
447,112,0.3
325,113,0.3
110,113,0.3
23,113,0.3
390,114,0.3
128,114,0.3
357,115,0.3
188,115,0.3
249,117,0.3
181,117,0.3
218,118,0.3
449,119,0.3
378,119,0.3
315,120,0.3
493,121,0.3
307,121,0.3
165,121,0.3
148,121,0.3
480,122,0.3
157,122,0.3
13,122,0.3
343,123,0.3
176,123,0.3
363,124,0.3
310,124,0.3
292,124,0.3
133,124,0.3
421,125,0.3
346,125,0.3
251,125,0.3
324,126,0.3
313,126,0.3
235,126,0.3
147,126,0.3
439,127,0.3
412,127,0.3
390,128,0.3
114,128,0.3
242,129,0.3
103,129,0.3
476,131,0.3
199,131,0.3
136,132,0.3
363,133,0.3
310,133,0.3
292,133,0.3
124,133,0.3
429,135,0.3
187,135,0.3
146,135,0.3
132,136,0.3
355,137,0.3
393,138,0.3
265,138,0.3
56,138,0.3
34,138,0.3
434,139,0.3
241,139,0.3
217,139,0.3
59,139,0.3
19,139,0.3
364,140,0.3
287,140,0.3
141,140,0.3
364,141,0.3
287,141,0.3
140,141,0.3
240,143,0.3
332,144,0.3
302,144,0.3
298,144,0.3
186,144,0.3
4,144,0.3
263,145,0.3
429,146,0.3
187,146,0.3
135,146,0.3
324,147,0.3
313,147,0.3
235,147,0.3
126,147,0.3
493,148,0.3
307,148,0.3
165,148,0.3
121,148,0.3
478,149,0.3
452,149,0.3
386,149,0.3
435,150,0.3
356,150,0.3
248,152,0.3
170,152,0.3
98,152,0.3
432,153,0.3
428,153,0.3
91,153,0.3
50,153,0.3
472,154,0.3
470,154,0.3
311,154,0.3
301,154,0.3
337,155,0.3
422,156,0.3
207,156,0.3
177,156,0.3
14,156,0.3
3,156,0.3
480,157,0.3
122,157,0.3
13,157,0.3
441,158,0.3
419,158,0.3
426,159,0.3
38,159,0.3
388,160,0.3
321,160,0.3
16,160,0.3
327,161,0.3
266,161,0.3
95,162,0.3
6,162,0.3
437,163,0.3
42,163,0.3
288,164,0.3
493,165,0.3
307,165,0.3
148,165,0.3
121,165,0.3
376,166,0.3
94,166,0.3
494,167,0.3
400,167,0.3
219,167,0.3
391,168,0.3
362,168,0.3
20,168,0.3
17,168,0.3
367,169,0.3
281,169,0.3
248,170,0.3
152,170,0.3
98,170,0.3
448,171,0.3
194,172,0.3
442,173,0.3
436,173,0.3
80,173,0.3
32,173,0.3
12,175,0.3
343,176,0.3
123,176,0.3
422,177,0.3
207,177,0.3
156,177,0.3
14,177,0.3
3,177,0.3
474,178,0.3
256,178,0.3
184,178,0.3
438,179,0.3
262,180,0.3
249,181,0.3
117,181,0.3
51,182,0.3
5,183,0.3
474,184,0.3
256,184,0.3
178,184,0.3
358,185,0.3
97,185,0.3
332,186,0.3
302,186,0.3
298,186,0.3
144,186,0.3
4,186,0.3
429,187,0.3
146,187,0.3
135,187,0.3
357,188,0.3
115,188,0.3
93,190,0.3
71,190,0.3
268,191,0.3
250,193,0.3
172,194,0.3
198,195,0.3
387,196,0.3
339,196,0.3
304,196,0.3
67,196,0.3
385,197,0.3
84,197,0.3
61,197,0.3
195,198,0.3
476,199,0.3
131,199,0.3
496,200,0.3
326,200,0.3
205,200,0.3
204,200,0.3
203,200,0.3
202,200,0.3
201,200,0.3
99,200,0.3
63,200,0.3
60,200,0.3
11,200,0.3
496,201,0.3
326,201,0.3
205,201,0.3
204,201,0.3
203,201,0.3
202,201,0.3
200,201,0.3
99,201,0.3
63,201,0.3
60,201,0.3
11,201,0.3
496,202,0.3
326,202,0.3
205,202,0.3
204,202,0.3
203,202,0.3
201,202,0.3
200,202,0.3
99,202,0.3
63,202,0.3
60,202,0.3
11,202,0.3
496,203,0.3
326,203,0.3
205,203,0.3
204,203,0.3
202,203,0.3
201,203,0.3
200,203,0.3
99,203,0.3
63,203,0.3
60,203,0.3
11,203,0.3
496,204,0.3
326,204,0.3
205,204,0.3
203,204,0.3
202,204,0.3
201,204,0.3
200,204,0.3
99,204,0.3
63,204,0.3
60,204,0.3
11,204,0.3
496,205,0.3
326,205,0.3
204,205,0.3
203,205,0.3
202,205,0.3
201,205,0.3
200,205,0.3
99,205,0.3
63,205,0.3
60,205,0.3
11,205,0.3
414,206,0.3
215,206,0.3
422,207,0.3
177,207,0.3
156,207,0.3
14,207,0.3
3,207,0.3
468,208,0.3
15,208,0.3
279,209,0.3
277,209,0.3
260,209,0.3
77,209,0.3
492,210,0.3
399,210,0.3
369,210,0.3
469,211,0.3
89,213,0.3
70,213,0.3
44,213,0.3
455,214,0.3
414,215,0.3
206,215,0.3
227,216,0.3
434,217,0.3
241,217,0.3
139,217,0.3
59,217,0.3
19,217,0.3
118,218,0.3
494,219,0.3
400,219,0.3
167,219,0.3
352,220,0.3
296,220,0.3
108,220,0.3
450,221,0.3
440,221,0.3
264,221,0.3
415,222,0.3
283,222,0.3
380,223,0.3
486,225,0.3
274,225,0.3
239,225,0.3
30,225,0.3
383,226,0.3
216,227,0.3
477,228,0.3
370,228,0.3
333,228,0.3
78,228,0.3
484,230,0.3
334,230,0.3
350,231,0.3
293,232,0.3
46,232,0.3
25,232,0.3
483,233,0.3
291,234,0.3
65,234,0.3
324,235,0.3
313,235,0.3
147,235,0.3
126,235,0.3
481,236,0.3
379,236,0.3
328,236,0.3
272,236,0.3
58,236,0.3
402,237,0.3
389,237,0.3
498,238,0.3
488,238,0.3
458,238,0.3
24,238,0.3
486,239,0.3
274,239,0.3
225,239,0.3
30,239,0.3
143,240,0.3
434,241,0.3
217,241,0.3
139,241,0.3
59,241,0.3
19,241,0.3
129,242,0.3
103,242,0.3
335,243,0.3
88,244,0.3
411,245,0.3
407,245,0.3
338,245,0.3
36,246,0.3
444,247,0.3
372,247,0.3
170,248,0.3
152,248,0.3
98,248,0.3
181,249,0.3
117,249,0.3
193,250,0.3
421,251,0.3
346,251,0.3
125,251,0.3
303,252,0.3
40,252,0.3
417,253,0.3
413,253,0.3
2,253,0.3
320,254,0.3
53,254,0.3
9,254,0.3
474,256,0.3
184,256,0.3
178,256,0.3
366,257,0.3
471,258,0.3
62,258,0.3
279,260,0.3
277,260,0.3
209,260,0.3
77,260,0.3
49,261,0.3
180,262,0.3
145,263,0.3
450,264,0.3
440,264,0.3
221,264,0.3
393,265,0.3
138,265,0.3
56,265,0.3
34,265,0.3
327,266,0.3
161,266,0.3
270,267,0.3
107,267,0.3
104,267,0.3
100,267,0.3
191,268,0.3
410,269,0.3
347,269,0.3
267,270,0.3
107,270,0.3
104,270,0.3
100,270,0.3
460,271,0.3
392,271,0.3
306,271,0.3
8,271,0.3
481,272,0.3
379,272,0.3
328,272,0.3
236,272,0.3
58,272,0.3
463,273,0.3
345,273,0.3
105,273,0.3
10,273,0.3
486,274,0.3
239,274,0.3
225,274,0.3
30,274,0.3
427,275,0.3
360,275,0.3
351,275,0.3
278,275,0.3
348,276,0.3
318,276,0.3
309,276,0.3
279,277,0.3
260,277,0.3
209,277,0.3
77,277,0.3
427,278,0.3
360,278,0.3
351,278,0.3
275,278,0.3
277,279,0.3
260,279,0.3
209,279,0.3
77,279,0.3
456,280,0.3
289,280,0.3
1,280,0.3
367,281,0.3
169,281,0.3
312,282,0.3
28,282,0.3
415,283,0.3
222,283,0.3
443,284,0.3
430,285,0.3
353,286,0.3
364,287,0.3
141,287,0.3
140,287,0.3
164,288,0.3
456,289,0.3
280,289,0.3
1,289,0.3
475,290,0.3
349,290,0.3
234,291,0.3
65,291,0.3
363,292,0.3
310,292,0.3
133,292,0.3
124,292,0.3
232,293,0.3
46,293,0.3
25,293,0.3
43,294,0.3
401,295,0.3
111,295,0.3
26,295,0.3
352,296,0.3
220,296,0.3
108,296,0.3
423,297,0.3
332,298,0.3
302,298,0.3
186,298,0.3
144,298,0.3
4,298,0.3
79,299,0.3
86,300,0.3
472,301,0.3
470,301,0.3
311,301,0.3
154,301,0.3
332,302,0.3
298,302,0.3
186,302,0.3
144,302,0.3
4,302,0.3
252,303,0.3
40,303,0.3
387,304,0.3
339,304,0.3
196,304,0.3
67,304,0.3
375,305,0.3
460,306,0.3
392,306,0.3
271,306,0.3
8,306,0.3
493,307,0.3
165,307,0.3
148,307,0.3
121,307,0.3
457,308,0.3
340,308,0.3
348,309,0.3
318,309,0.3
276,309,0.3
363,310,0.3
292,310,0.3
133,310,0.3
124,310,0.3
472,311,0.3
470,311,0.3
301,311,0.3
154,311,0.3
282,312,0.3
28,312,0.3
324,313,0.3
235,313,0.3
147,313,0.3
126,313,0.3
120,315,0.3
490,316,0.3
404,316,0.3
382,316,0.3
341,316,0.3
331,317,0.3
29,317,0.3
348,318,0.3
309,318,0.3
276,318,0.3
403,319,0.3
7,319,0.3
254,320,0.3
53,320,0.3
9,320,0.3
388,321,0.3
160,321,0.3
16,321,0.3
47,322,0.3
394,323,0.3
342,323,0.3
18,323,0.3
313,324,0.3
235,324,0.3
147,324,0.3
126,324,0.3
113,325,0.3
110,325,0.3
23,325,0.3
496,326,0.3
205,326,0.3
204,326,0.3
203,326,0.3
202,326,0.3
201,326,0.3
200,326,0.3
99,326,0.3
63,326,0.3
60,326,0.3
11,326,0.3
266,327,0.3
161,327,0.3
481,328,0.3
379,328,0.3
272,328,0.3
236,328,0.3
58,328,0.3
425,329,0.3
397,329,0.3
75,329,0.3
31,330,0.3
317,331,0.3
29,331,0.3
302,332,0.3
298,332,0.3
186,332,0.3
144,332,0.3
4,332,0.3
477,333,0.3
370,333,0.3
228,333,0.3
78,333,0.3
484,334,0.3
230,334,0.3
243,335,0.3
466,336,0.3
155,337,0.3
411,338,0.3
407,338,0.3
245,338,0.3
387,339,0.3
304,339,0.3
196,339,0.3
67,339,0.3
457,340,0.3
308,340,0.3
490,341,0.3
404,341,0.3
382,341,0.3
316,341,0.3
394,342,0.3
323,342,0.3
18,342,0.3
176,343,0.3
123,343,0.3
22,344,0.3
463,345,0.3
273,345,0.3
105,345,0.3
10,345,0.3
421,346,0.3
251,346,0.3
125,346,0.3
410,347,0.3
269,347,0.3
318,348,0.3
309,348,0.3
276,348,0.3
475,349,0.3
290,349,0.3
231,350,0.3
427,351,0.3
360,351,0.3
278,351,0.3
275,351,0.3
296,352,0.3
220,352,0.3
108,352,0.3
286,353,0.3
473,354,0.3
85,354,0.3
137,355,0.3
435,356,0.3
150,356,0.3
188,357,0.3
115,357,0.3
185,358,0.3
97,358,0.3
427,360,0.3
351,360,0.3
278,360,0.3
275,360,0.3
391,362,0.3
168,362,0.3
20,362,0.3
17,362,0.3
310,363,0.3
292,363,0.3
133,363,0.3
124,363,0.3
287,364,0.3
141,364,0.3
140,364,0.3
398,365,0.3
39,365,0.3
27,365,0.3
257,366,0.3
281,367,0.3
169,367,0.3
41,368,0.3
492,369,0.3
399,369,0.3
210,369,0.3
477,370,0.3
333,370,0.3
228,370,0.3
78,370,0.3
33,371,0.3
444,372,0.3
247,372,0.3
381,373,0.3
74,374,0.3
37,374,0.3
305,375,0.3
166,376,0.3
94,376,0.3
449,378,0.3
119,378,0.3
481,379,0.3
328,379,0.3
272,379,0.3
236,379,0.3
58,379,0.3
223,380,0.3
373,381,0.3
490,382,0.3
404,382,0.3
341,382,0.3
316,382,0.3
226,383,0.3
462,384,0.3
424,384,0.3
197,385,0.3
84,385,0.3
61,385,0.3
478,386,0.3
452,386,0.3
149,386,0.3
339,387,0.3
304,387,0.3
196,387,0.3
67,387,0.3
321,388,0.3
160,388,0.3
16,388,0.3
402,389,0.3
237,389,0.3
128,390,0.3
114,390,0.3
362,391,0.3
168,391,0.3
20,391,0.3
17,391,0.3
460,392,0.3
306,392,0.3
271,392,0.3
8,392,0.3
265,393,0.3
138,393,0.3
56,393,0.3
34,393,0.3
342,394,0.3
323,394,0.3
18,394,0.3
479,395,0.3
425,397,0.3
329,397,0.3
75,397,0.3
365,398,0.3
39,398,0.3
27,398,0.3
492,399,0.3
369,399,0.3
210,399,0.3
494,400,0.3
219,400,0.3
167,400,0.3
295,401,0.3
111,401,0.3
26,401,0.3
389,402,0.3
237,402,0.3
319,403,0.3
7,403,0.3
490,404,0.3
382,404,0.3
341,404,0.3
316,404,0.3
420,405,0.3
106,406,0.3
102,406,0.3
411,407,0.3
338,407,0.3
245,407,0.3
68,409,0.3
347,410,0.3
269,410,0.3
407,411,0.3
338,411,0.3
245,411,0.3
439,412,0.3
127,412,0.3
417,413,0.3
253,413,0.3
2,413,0.3
215,414,0.3
206,414,0.3
283,415,0.3
222,415,0.3
413,417,0.3
253,417,0.3
2,417,0.3
96,418,0.3
35,418,0.3
441,419,0.3
158,419,0.3
405,420,0.3
346,421,0.3
251,421,0.3
125,421,0.3
207,422,0.3
177,422,0.3
156,422,0.3
14,422,0.3
3,422,0.3
297,423,0.3
462,424,0.3
384,424,0.3
397,425,0.3
329,425,0.3
75,425,0.3
159,426,0.3
38,426,0.3
360,427,0.3
351,427,0.3
278,427,0.3
275,427,0.3
432,428,0.3
153,428,0.3
91,428,0.3
50,428,0.3
187,429,0.3
146,429,0.3
135,429,0.3
285,430,0.3
90,431,0.3
82,431,0.3
21,431,0.3
428,432,0.3
153,432,0.3
91,432,0.3
50,432,0.3
465,433,0.3
241,434,0.3
217,434,0.3
139,434,0.3
59,434,0.3
19,434,0.3
356,435,0.3
150,435,0.3
442,436,0.3
173,436,0.3
80,436,0.3
32,436,0.3
163,437,0.3
42,437,0.3
179,438,0.3
412,439,0.3
127,439,0.3
450,440,0.3
264,440,0.3
221,440,0.3
419,441,0.3
158,441,0.3
436,442,0.3
173,442,0.3
80,442,0.3
32,442,0.3
284,443,0.3
372,444,0.3
247,444,0.3
109,446,0.3
76,446,0.3
487,447,0.3
461,447,0.3
112,447,0.3
171,448,0.3
378,449,0.3
119,449,0.3
440,450,0.3
264,450,0.3
221,450,0.3
478,452,0.3
386,452,0.3
149,452,0.3
72,453,0.3
214,455,0.3
289,456,0.3
280,456,0.3
1,456,0.3
340,457,0.3
308,457,0.3
498,458,0.3
488,458,0.3
238,458,0.3
24,458,0.3
392,460,0.3
306,460,0.3
271,460,0.3
8,460,0.3
487,461,0.3
447,461,0.3
112,461,0.3
424,462,0.3
384,462,0.3
345,463,0.3
273,463,0.3
105,463,0.3
10,463,0.3
482,464,0.3
433,465,0.3
336,466,0.3
48,467,0.3
208,468,0.3
15,468,0.3
211,469,0.3
472,470,0.3
311,470,0.3
301,470,0.3
154,470,0.3
258,471,0.3
62,471,0.3
470,472,0.3
311,472,0.3
301,472,0.3
154,472,0.3
354,473,0.3
85,473,0.3
256,474,0.3
184,474,0.3
178,474,0.3
349,475,0.3
290,475,0.3
199,476,0.3
131,476,0.3
370,477,0.3
333,477,0.3
228,477,0.3
78,477,0.3
452,478,0.3
386,478,0.3
149,478,0.3
395,479,0.3
157,480,0.3
122,480,0.3
13,480,0.3
379,481,0.3
328,481,0.3
272,481,0.3
236,481,0.3
58,481,0.3
464,482,0.3
233,483,0.3
334,484,0.3
230,484,0.3
274,486,0.3
239,486,0.3
225,486,0.3
30,486,0.3
461,487,0.3
447,487,0.3
112,487,0.3
498,488,0.3
458,488,0.3
238,488,0.3
24,488,0.3
45,489,0.3
404,490,0.3
382,490,0.3
341,490,0.3
316,490,0.3
399,492,0.3
369,492,0.3
210,492,0.3
307,493,0.3
165,493,0.3
148,493,0.3
121,493,0.3
400,494,0.3
219,494,0.3
167,494,0.3
326,496,0.3
205,496,0.3
204,496,0.3
203,496,0.3
202,496,0.3
201,496,0.3
200,496,0.3
99,496,0.3
63,496,0.3
60,496,0.3
11,496,0.3
488,498,0.3
458,498,0.3
238,498,0.3
24,498,0.3
81,499,0.3
486,1,0.15
460,1,0.15
457,1,0.15
417,1,0.15
413,1,0.15
408,1,0.15
392,1,0.15
391,1,0.15
362,1,0.15
340,1,0.15
308,1,0.15
306,1,0.15
274,1,0.15
271,1,0.15
253,1,0.15
239,1,0.15
225,1,0.15
168,1,0.15
30,1,0.15
20,1,0.15
17,1,0.15
8,1,0.15
2,1,0.15
486,2,0.15
460,2,0.15
457,2,0.15
456,2,0.15
408,2,0.15
392,2,0.15
391,2,0.15
362,2,0.15
340,2,0.15
308,2,0.15
306,2,0.15
289,2,0.15
280,2,0.15
274,2,0.15
271,2,0.15
239,2,0.15
225,2,0.15
168,2,0.15
30,2,0.15
20,2,0.15
17,2,0.15
8,2,0.15
1,2,0.15
462,3,0.15
455,3,0.15
424,3,0.15
401,3,0.15
398,3,0.15
384,3,0.15
365,3,0.15
314,3,0.15
295,3,0.15
255,3,0.15
250,3,0.15
248,3,0.15
214,3,0.15
193,3,0.15
170,3,0.15
152,3,0.15
111,3,0.15
98,3,0.15
39,3,0.15
27,3,0.15
26,3,0.15
478,4,0.15
467,4,0.15
459,4,0.15
452,4,0.15
444,4,0.15
435,4,0.15
418,4,0.15
396,4,0.15
386,4,0.15
372,4,0.15
356,4,0.15
247,4,0.15
150,4,0.15
149,4,0.15
96,4,0.15
66,4,0.15
48,4,0.15
35,4,0.15
434,5,0.15
387,5,0.15
381,5,0.15
373,5,0.15
339,5,0.15
304,5,0.15
241,5,0.15
218,5,0.15
217,5,0.15
213,5,0.15
196,5,0.15
139,5,0.15
118,5,0.15
92,5,0.15
89,5,0.15
70,5,0.15
67,5,0.15
64,5,0.15
59,5,0.15
44,5,0.15
19,5,0.15
477,6,0.15
416,6,0.15
415,6,0.15
393,6,0.15
370,6,0.15
363,6,0.15
333,6,0.15
310,6,0.15
292,6,0.15
283,6,0.15
270,6,0.15
267,6,0.15
265,6,0.15
246,6,0.15
228,6,0.15
222,6,0.15
142,6,0.15
138,6,0.15
133,6,0.15
124,6,0.15
107,6,0.15
104,6,0.15
100,6,0.15
78,6,0.15
73,6,0.15
56,6,0.15
36,6,0.15
34,6,0.15
494,7,0.15
448,7,0.15
400,7,0.15
377,7,0.15
371,7,0.15
353,7,0.15
327,7,0.15
324,7,0.15
313,7,0.15
286,7,0.15
266,7,0.15
235,7,0.15
219,7,0.15
171,7,0.15
167,7,0.15
161,7,0.15
151,7,0.15
147,7,0.15
126,7,0.15
33,7,0.15
486,8,0.15
457,8,0.15
456,8,0.15
417,8,0.15
413,8,0.15
408,8,0.15
391,8,0.15
362,8,0.15
340,8,0.15
308,8,0.15
289,8,0.15
280,8,0.15
274,8,0.15
253,8,0.15
239,8,0.15
225,8,0.15
168,8,0.15
30,8,0.15
20,8,0.15
17,8,0.15
2,8,0.15
1,8,0.15
498,9,0.15
488,9,0.15
479,9,0.15
458,9,0.15
454,9,0.15
445,9,0.15
402,9,0.15
395,9,0.15
389,9,0.15
385,9,0.15
288,9,0.15
238,9,0.15
237,9,0.15
212,9,0.15
197,9,0.15
164,9,0.15
84,9,0.15
61,9,0.15
57,9,0.15
24,9,0.15
473,10,0.15
465,10,0.15
446,10,0.15
433,10,0.15
432,10,0.15
428,10,0.15
354,10,0.15
330,10,0.15
322,10,0.15
244,10,0.15
182,10,0.15
153,10,0.15
109,10,0.15
91,10,0.15
88,10,0.15
85,10,0.15
76,10,0.15
51,10,0.15
50,10,0.15
47,10,0.15
31,10,0.15
437,11,0.15
366,11,0.15
294,11,0.15
291,11,0.15
263,11,0.15
257,11,0.15
242,11,0.15
234,11,0.15
192,11,0.15
163,11,0.15
145,11,0.15
129,11,0.15
103,11,0.15
83,11,0.15
65,11,0.15
52,11,0.15
43,11,0.15
42,11,0.15
450,12,0.15
440,12,0.15
438,12,0.15
421,12,0.15
380,12,0.15
357,12,0.15
346,12,0.15
335,12,0.15
303,12,0.15
264,12,0.15
252,12,0.15
251,12,0.15
243,12,0.15
223,12,0.15
221,12,0.15
188,12,0.15
179,12,0.15
125,12,0.15
115,12,0.15
40,12,0.15
491,13,0.15
490,13,0.15
484,13,0.15
483,13,0.15
443,13,0.15
404,13,0.15
390,13,0.15
382,13,0.15
358,13,0.15
355,13,0.15
341,13,0.15
334,13,0.15
316,13,0.15
284,13,0.15
233,13,0.15
230,13,0.15
185,13,0.15
137,13,0.15
136,13,0.15
132,13,0.15
128,13,0.15
114,13,0.15
97,13,0.15
462,14,0.15
455,14,0.15
424,14,0.15
401,14,0.15
398,14,0.15
384,14,0.15
365,14,0.15
314,14,0.15
295,14,0.15
255,14,0.15
250,14,0.15
248,14,0.15
214,14,0.15
193,14,0.15
170,14,0.15
152,14,0.15
111,14,0.15
98,14,0.15
39,14,0.15
27,14,0.15
26,14,0.15
481,15,0.15
476,15,0.15
469,15,0.15
383,15,0.15
379,15,0.15
359,15,0.15
350,15,0.15
328,15,0.15
272,15,0.15
268,15,0.15
236,15,0.15
231,15,0.15
226,15,0.15
211,15,0.15
199,15,0.15
194,15,0.15
191,15,0.15
172,15,0.15
131,15,0.15
58,15,0.15
487,16,0.15
472,16,0.15
470,16,0.15
461,16,0.15
449,16,0.15
447,16,0.15
406,16,0.15
378,16,0.15
311,16,0.15
301,16,0.15
279,16,0.15
277,16,0.15
260,16,0.15
209,16,0.15
174,16,0.15
154,16,0.15
119,16,0.15
112,16,0.15
106,16,0.15
102,16,0.15
77,16,0.15
69,16,0.15
486,17,0.15
460,17,0.15
457,17,0.15
456,17,0.15
417,17,0.15
413,17,0.15
408,17,0.15
392,17,0.15
340,17,0.15
308,17,0.15
306,17,0.15
289,17,0.15
280,17,0.15
274,17,0.15
271,17,0.15
253,17,0.15
239,17,0.15
225,17,0.15
30,17,0.15
8,17,0.15
2,17,0.15
1,17,0.15
492,18,0.15
489,18,0.15
474,18,0.15
420,18,0.15
405,18,0.15
399,18,0.15
376,18,0.15
369,18,0.15
368,18,0.15
262,18,0.15
256,18,0.15
224,18,0.15
210,18,0.15
184,18,0.15
180,18,0.15
178,18,0.15
166,18,0.15
94,18,0.15
45,18,0.15
41,18,0.15
387,19,0.15
381,19,0.15
373,19,0.15
339,19,0.15
304,19,0.15
218,19,0.15
213,19,0.15
196,19,0.15
183,19,0.15
118,19,0.15
92,19,0.15
89,19,0.15
70,19,0.15
67,19,0.15
64,19,0.15
44,19,0.15
5,19,0.15
486,20,0.15
460,20,0.15
457,20,0.15
456,20,0.15
417,20,0.15
413,20,0.15
408,20,0.15
392,20,0.15
340,20,0.15
308,20,0.15
306,20,0.15
289,20,0.15
280,20,0.15
274,20,0.15
271,20,0.15
253,20,0.15
239,20,0.15
225,20,0.15
30,20,0.15
8,20,0.15
2,20,0.15
1,20,0.15
499,21,0.15
482,21,0.15
464,21,0.15
